attributes,basePeriod,dimensions,footnotes,geoAreaCode,geoAreaName,geoInfoUrl,goal,indicator,lowerBound,series,seriesCount,seriesDescription,source,target,timeCoverage,timePeriodStart,time_detail,upperBound,value,valueType
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],496,Mongolia,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2023.0,,,100,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},"['definition differs (see metadata), value imputed by Eurostat or other receiving agencies']",528,Netherlands (Kingdom of the),,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2005.0,,,75.6,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],528,Netherlands (Kingdom of the),,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2006.0,,,77.8,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],528,Netherlands (Kingdom of the),,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2007.0,,,79,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],528,Netherlands (Kingdom of the),,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2008.0,,,81.1,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],528,Netherlands (Kingdom of the),,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2009.0,,,78.8,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],528,Netherlands (Kingdom of the),,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2010.0,,,79.9,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],528,Netherlands (Kingdom of the),,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2011.0,,,81.8,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],528,Netherlands (Kingdom of the),,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2012.0,,,83,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],528,Netherlands (Kingdom of the),,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2013.0,,,83.1,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],528,Netherlands (Kingdom of the),,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2014.0,,,82.4,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],528,Netherlands (Kingdom of the),,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2015.0,,,82.1,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],528,Netherlands (Kingdom of the),,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2016.0,,,80.9,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],528,Netherlands (Kingdom of the),,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2017.0,,,81.6,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],528,Netherlands (Kingdom of the),,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2018.0,,,75.6,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],562,Niger,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2012.0,,,100,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],562,Niger,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2013.0,,,100,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],562,Niger,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2014.0,,,100,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],562,Niger,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2015.0,,,100,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],562,Niger,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2016.0,,,100,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],562,Niger,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2017.0,,,100,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],562,Niger,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2018.0,,,100,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],562,Niger,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2019.0,,,100,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],747,Northern Africa and Western Asia,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2010.0,,,0.11538,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],747,Northern Africa and Western Asia,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2011.0,,,0.11114,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],747,Northern Africa and Western Asia,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2012.0,,,0.09504,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],747,Northern Africa and Western Asia,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2013.0,,,0.08047,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],747,Northern Africa and Western Asia,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2014.0,,,0.51366,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],747,Northern Africa and Western Asia,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2015.0,,,4.67162,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],747,Northern Africa and Western Asia,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2016.0,,,4.9053,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],747,Northern Africa and Western Asia,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2017.0,,,5.18126,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],747,Northern Africa and Western Asia,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2018.0,,,5.35536,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],747,Northern Africa and Western Asia,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2019.0,,,5.80779,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],747,Northern Africa and Western Asia,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2020.0,,,6.13136,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],747,Northern Africa and Western Asia,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2021.0,,,6.54211,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],747,Northern Africa and Western Asia,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2022.0,,,6.08181,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],21,Northern America,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2010.0,,,54.75316,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],21,Northern America,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2011.0,,,55.36477,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],21,Northern America,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2012.0,,,55.82045,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],21,Northern America,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2013.0,,,56.52204,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],21,Northern America,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2014.0,,,42.82848,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],21,Northern America,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2015.0,,,57.55452,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],21,Northern America,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2016.0,,,54.82776,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],21,Northern America,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2017.0,,,53.72053,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],21,Northern America,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2018.0,,,53.44774,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],21,Northern America,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2019.0,,,51.97706,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],21,Northern America,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2020.0,,,52.06398,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],21,Northern America,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2021.0,,,52.11351,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],21,Northern America,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2022.0,,,52.12798,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],154,Northern Europe,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2010.0,,,51.54809,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],154,Northern Europe,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2011.0,,,52.69481,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],154,Northern Europe,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2012.0,,,49.73386,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],154,Northern Europe,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2013.0,,,48.21514,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],154,Northern Europe,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2014.0,,,47.68974,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],154,Northern Europe,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2015.0,,,52.64585,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],154,Northern Europe,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2016.0,,,65.75869,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],154,Northern Europe,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2017.0,,,58.97336,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],154,Northern Europe,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2018.0,,,55.83877,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],154,Northern Europe,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2019.0,,,42.96236,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],154,Northern Europe,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2020.0,,,41.38654,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],154,Northern Europe,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2021.0,,,42.3701,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],154,Northern Europe,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2022.0,,,42.41857,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],578,Norway,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2005.0,,,98.2,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],578,Norway,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2006.0,,,80.1,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],578,Norway,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2007.0,,,81.4,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],578,Norway,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2008.0,,,81.5,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],578,Norway,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2009.0,,,79.3,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],578,Norway,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2010.0,,,81.5,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],578,Norway,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2011.0,,,81.7,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],578,Norway,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2012.0,,,78.9,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],578,Norway,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2013.0,,,80.8,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],578,Norway,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2014.0,,,80.1,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],578,Norway,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2015.0,,,82.4,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],578,Norway,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2016.0,,,85.4,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],578,Norway,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2017.0,,,86.2,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],578,Norway,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2018.0,,,81.4,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],9,Oceania,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2012.0,,,8.07485,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],9,Oceania,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2013.0,,,7.63438,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],9,Oceania,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2014.0,,,7.64331,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],9,Oceania,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2015.0,,,8.8618,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],9,Oceania,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2016.0,,,8.86451,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],9,Oceania,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2017.0,,,8.86343,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],9,Oceania,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2018.0,,,8.85692,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],9,Oceania,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2019.0,,,41.57096,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],9,Oceania,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2020.0,,,41.42389,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],9,Oceania,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2021.0,,,41.42363,Float
"{'Nature': 'N', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],9,Oceania,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),UNITAR / WESR,['12.5'],,2022.0,,,41.35431,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],512,Oman,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2023.0,,,100,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],512,Oman,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2024.0,,,100,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],616,Poland,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2006.0,,,47.8,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],616,Poland,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2007.0,,,55.6,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],616,Poland,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2008.0,,,39.2,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],616,Poland,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2009.0,,,82.3,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],616,Poland,,['12'],['12.5.1'],,EN_EWT_RCYR,813,Proportion of electronic waste recycled (%),Eurostat,['12.5'],,2010.0,,,78.4,Float
