attributes,basePeriod,dimensions,footnotes,geoAreaCode,geoAreaName,geoInfoUrl,goal,indicator,lowerBound,series,seriesCount,seriesDescription,source,target,timeCoverage,timePeriodStart,time_detail,upperBound,value,valueType
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},"['Data refer to recyled waste collected by the government, but exclude aluminium cans and metal cans due to difference in unit of measure. Recycled ferrous metals after incineration was included from 2012 onwards. Wood from pruning was included since 2020.']",446,"China, Macao Special Administrative Region",,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),National Bureau of Statistics of China,['12.5'],,2020.0,,,1.57989,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},"['Data refer to recyled waste collected by the government, but exclude aluminium cans and metal cans due to difference in unit of measure. Recycled ferrous metals after incineration was included from 2012 onwards. Wood from pruning was included since 2020.']",446,"China, Macao Special Administrative Region",,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),National Bureau of Statistics of China,['12.5'],,2021.0,,,2.57319,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],170,Colombia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2012.0,,,16.13986,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],170,Colombia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2013.0,,,18.96011,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],170,Colombia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2014.0,,,22.46606,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],170,Colombia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2015.0,,,19.87966,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],170,Colombia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2016.0,,,16.66685,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],188,Costa Rica,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2015.0,,,0.94,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],188,Costa Rica,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2016.0,,,3.19744,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],188,Costa Rica,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2017.0,,,7.89598,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],188,Costa Rica,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2018.0,,,3.64889,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],188,Costa Rica,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2019.0,,,2.96263,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],188,Costa Rica,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2020.0,,,3.11478,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],188,Costa Rica,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2021.0,,,3.83346,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],188,Costa Rica,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2022.0,,,4.55799,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],191,Croatia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2007.0,,,2.31271,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],191,Croatia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2008.0,,,1.94222,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],191,Croatia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2009.0,,,1.63585,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],191,Croatia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2010.0,,,3.33123,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],191,Croatia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2011.0,,,7.53428,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],191,Croatia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2012.0,,,13.49076,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],191,Croatia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2013.0,,,13.62233,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],191,Croatia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2014.0,,,14.9031,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],191,Croatia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2015.0,,,16.70841,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],191,Croatia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2016.0,,,19.62353,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],191,Croatia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2017.0,,,22.21649,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],191,Croatia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2018.0,,,24.60681,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],191,Croatia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2019.0,,,29.85811,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],191,Croatia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2020.0,,,27.01639,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],191,Croatia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"OECD Annual Quality Assurance (AQA) questionnaire (jointly collected with Eurostat) for OECD countries. UNSD, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) for non-OECD countries.",['12.5'],,2021.0,,,29.35261,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],191,Croatia,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2022.0,,,38.03496,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2002.0,,,7.00128,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2003.0,,,5.74595,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2004.0,,,6.24894,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2005.0,,,4.7634,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2006.0,,,7.03749,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2007.0,,,7.13745,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2008.0,,,6.55093,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2009.0,,,4.54704,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2010.0,,,4.39892,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2011.0,,,4.70457,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2012.0,,,3.72926,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2013.0,,,3.76455,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2014.0,,,3.65702,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2015.0,,,3.62491,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2016.0,,,6.7789,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2017.0,,,5.46776,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2018.0,,,4.82457,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2019.0,,,3.38631,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],192,Cuba,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Oficina Nacional de Estadísticas e Información (ONEI),['12.5'],,2020.0,,,5.91026,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],531,Curaçao,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2010.0,,,9.59686,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],531,Curaçao,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2011.0,,,7.68408,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],531,Curaçao,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2012.0,,,14.13916,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],531,Curaçao,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2013.0,,,7.52795,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],531,Curaçao,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2014.0,,,23.92914,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],531,Curaçao,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2015.0,,,31.23766,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],531,Curaçao,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2016.0,,,11.89089,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],531,Curaçao,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),"UN Statistics Division, Country Files from the UNSD/UNEP data collection on environment statistics (available at: https://unstats.un.org/unsd/envstats/country_files) - UNSD/UNEP Questionnaire",['12.5'],,2017.0,,,8.19822,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],196,Cyprus,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2000.0,,,2.98165,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],196,Cyprus,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2001.0,,,3.07018,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],196,Cyprus,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2002.0,,,3.22581,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],196,Cyprus,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2003.0,,,3.1185,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],196,Cyprus,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2004.0,,,3.21285,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],196,Cyprus,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2005.0,,,3.74016,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],196,Cyprus,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2006.0,,,4.40613,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],196,Cyprus,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2007.0,,,5.18519,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],196,Cyprus,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2008.0,,,7.50436,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],196,Cyprus,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2009.0,,,8.31919,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],196,Cyprus,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2010.0,,,11.72291,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],196,Cyprus,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2011.0,,,12.17712,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],196,Cyprus,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2012.0,,,13.83764,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],196,Cyprus,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2013.0,,,14.8728,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],196,Cyprus,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2014.0,,,16.21622,Float
"{'Nature': 'C', 'Units': 'PERCENT', 'Observation Status': 'A'}",,{'Reporting Type': 'G'},[],196,Cyprus,,['12'],['12.5.1'],,EN_MWT_RCYR,1328,Proportion of municipal waste recycled (%),Eurostat,['12.5'],,2015.0,,,18,Float
