Country,Year,Value,Series,Series Description
Jordan,2007.0,2.04637,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Jordan,2008.0,2.29332,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Jordan,2009.0,2.52781,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Jordan,2010.0,2.74166,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Jordan,2011.0,2.95224,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Jordan,2012.0,3.17854,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Jordan,2013.0,3.27673,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Jordan,2014.0,3.20347,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Jordan,2015.0,3.19024,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Jordan,2016.0,3.32618,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Jordan,2017.0,3.55317,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Kazakhstan,2016.0,7.51487,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Kazakhstan,2017.0,8.79266,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Kazakhstan,2018.0,10.37885,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Kazakhstan,2019.0,11.53593,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Kenya,2017.0,0.06541,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Landlocked developing countries (LLDCs),2010.0,1.00715,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Landlocked developing countries (LLDCs),2011.0,1.09959,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Landlocked developing countries (LLDCs),2012.0,1.19344,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Landlocked developing countries (LLDCs),2013.0,1.28609,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Landlocked developing countries (LLDCs),2014.0,1.37678,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Landlocked developing countries (LLDCs),2015.0,1.46283,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Landlocked developing countries (LLDCs),2016.0,1.54894,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Landlocked developing countries (LLDCs),2017.0,1.63668,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Landlocked developing countries (LLDCs),2018.0,1.71995,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Landlocked developing countries (LLDCs),2019.0,1.79682,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Landlocked developing countries (LLDCs),2020.0,1.86242,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Landlocked developing countries (LLDCs),2021.0,1.92966,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Landlocked developing countries (LLDCs),2022.0,1.9988,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Landlocked developing countries (LLDCs),2023.0,2.07026,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Landlocked developing countries (LLDCs),2024.0,2.1428,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Landlocked developing countries (LLDCs),2025.0,2.21841,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Latin America and the Caribbean,2010.0,5.72836,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Latin America and the Caribbean,2011.0,6.13118,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Latin America and the Caribbean,2012.0,6.54568,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Latin America and the Caribbean,2013.0,6.95226,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Latin America and the Caribbean,2014.0,7.34374,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Latin America and the Caribbean,2015.0,7.72734,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Latin America and the Caribbean,2016.0,8.09734,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Latin America and the Caribbean,2017.0,8.45568,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Latin America and the Caribbean,2018.0,8.80331,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Latin America and the Caribbean,2019.0,9.12083,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Latin America and the Caribbean,2020.0,9.39017,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Latin America and the Caribbean,2021.0,9.64509,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Latin America and the Caribbean,2022.0,9.87908,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Latin America and the Caribbean,2023.0,10.09237,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Latin America and the Caribbean,2024.0,10.29475,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Latin America and the Caribbean,2025.0,10.4915,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Least Developed Countries (LDCs),2010.0,0.60629,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Least Developed Countries (LDCs),2011.0,0.66394,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Least Developed Countries (LDCs),2012.0,0.71991,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Least Developed Countries (LDCs),2013.0,0.77382,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Least Developed Countries (LDCs),2014.0,0.8279,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Least Developed Countries (LDCs),2015.0,0.87982,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Least Developed Countries (LDCs),2016.0,0.93268,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Least Developed Countries (LDCs),2017.0,0.98639,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Least Developed Countries (LDCs),2018.0,1.04022,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Least Developed Countries (LDCs),2019.0,1.09321,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Least Developed Countries (LDCs),2020.0,1.14308,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Least Developed Countries (LDCs),2021.0,1.1917,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Least Developed Countries (LDCs),2022.0,1.2418,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Least Developed Countries (LDCs),2023.0,1.29477,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Least Developed Countries (LDCs),2024.0,1.34877,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Least Developed Countries (LDCs),2025.0,1.40261,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Lesotho,2012.0,50.77779,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Lesotho,2014.0,57.68984,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Lesotho,2015.0,47.51472,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Luxembourg,2019.0,14.17,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Luxembourg,2020.0,14.23,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Luxembourg,2021.0,14.03,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Luxembourg,2022.0,14.21,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Luxembourg,2023.0,14.39,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Malaysia,2006.0,1.52472,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Malaysia,2007.0,1.95271,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Malaysia,2008.0,3.72905,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Malaysia,2009.0,4.7659,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Malaysia,2010.0,5.70007,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Malaysia,2011.0,5.23695,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Malaysia,2012.0,2.63899,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Malaysia,2013.0,1.7558,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Malaysia,2014.0,1.86017,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Malaysia,2015.0,1.53557,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Malaysia,2016.0,1.53477,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Malaysia,2017.0,0.88393,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Malaysia,2018.0,0.54715,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Malaysia,2019.0,2.69004,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Malaysia,2020.0,2.77398,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Malaysia,2021.0,2.4981,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Melanesia,2010.0,1.02652,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Melanesia,2011.0,1.08316,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Melanesia,2012.0,1.14058,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Melanesia,2013.0,1.19428,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Melanesia,2014.0,1.25354,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Melanesia,2015.0,1.31329,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Melanesia,2016.0,1.37546,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Melanesia,2017.0,1.43541,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Melanesia,2018.0,1.49638,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Melanesia,2019.0,1.55951,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Melanesia,2020.0,1.61585,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Melanesia,2021.0,1.66198,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Melanesia,2022.0,1.70261,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Melanesia,2023.0,1.74002,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Melanesia,2024.0,1.77567,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Melanesia,2025.0,1.81001,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Micronesia,2010.0,0.81981,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Micronesia,2011.0,0.88265,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Micronesia,2012.0,0.9497,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Micronesia,2013.0,1.01683,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Micronesia,2014.0,1.08055,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Micronesia,2015.0,1.14434,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Micronesia,2016.0,1.20881,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Micronesia,2017.0,1.27328,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Micronesia,2018.0,1.33976,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Micronesia,2019.0,1.40746,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Micronesia,2020.0,1.46316,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Micronesia,2021.0,1.51029,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Micronesia,2022.0,1.55864,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Micronesia,2023.0,1.60247,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Micronesia,2024.0,1.64282,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Micronesia,2025.0,1.67989,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Middle Africa,2010.0,0.9628,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Middle Africa,2011.0,1.0594,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Middle Africa,2012.0,1.15403,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Middle Africa,2013.0,1.24421,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Middle Africa,2014.0,1.32758,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Middle Africa,2015.0,1.39689,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Middle Africa,2016.0,1.44987,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Middle Africa,2017.0,1.49174,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Middle Africa,2018.0,1.5209,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Middle Africa,2019.0,1.53869,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Middle Africa,2020.0,1.54351,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Middle Africa,2021.0,1.54264,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Middle Africa,2022.0,1.53726,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Middle Africa,2023.0,1.52803,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Middle Africa,2024.0,1.518,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Middle Africa,2025.0,1.5117,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Mongolia,2020.0,17.17487,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Mongolia,2021.0,12.51526,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Mongolia,2022.0,25.93252,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Mongolia,2023.0,11.49286,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Netherlands (Kingdom of the),2022.0,21.08,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Netherlands (Kingdom of the),2023.0,21.22,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Niger,2012.0,0.4892,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Niger,2013.0,0.48729,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Niger,2014.0,0.48573,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Niger,2015.0,0.48417,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Niger,2016.0,0.4823,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Niger,2017.0,0.4814,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Niger,2018.0,0.47943,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Niger,2019.0,0.47745,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa,2010.0,3.6162,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa,2011.0,3.86603,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa,2012.0,4.09178,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa,2013.0,4.28536,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa,2014.0,4.45793,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa,2015.0,4.6174,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa,2016.0,4.77035,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa,2017.0,4.92198,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa,2018.0,5.07733,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa,2019.0,5.23232,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa,2020.0,5.36467,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa,2021.0,5.48616,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa,2022.0,5.60534,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa,2023.0,5.7439,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa,2024.0,5.89949,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa,2025.0,6.0539,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa and Western Asia,2010.0,5.0691,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa and Western Asia,2011.0,5.38383,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa and Western Asia,2012.0,5.68519,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa and Western Asia,2013.0,5.9655,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa and Western Asia,2014.0,6.21952,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa and Western Asia,2015.0,6.44542,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa and Western Asia,2016.0,6.66947,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa and Western Asia,2017.0,6.90317,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa and Western Asia,2018.0,7.13342,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa and Western Asia,2019.0,7.3559,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa and Western Asia,2020.0,7.55203,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa and Western Asia,2021.0,7.73481,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa and Western Asia,2022.0,7.89553,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa and Western Asia,2023.0,8.05894,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa and Western Asia,2024.0,8.24217,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Africa and Western Asia,2025.0,8.42708,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern America,2010.0,16.4883,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern America,2011.0,17.21351,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern America,2012.0,17.893,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern America,2013.0,18.5027,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern America,2014.0,19.00054,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern America,2015.0,19.40507,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern America,2016.0,19.73941,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern America,2017.0,19.96007,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern America,2018.0,20.124,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern America,2019.0,20.2839,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern America,2020.0,20.48304,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern America,2021.0,20.72565,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern America,2022.0,20.92814,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern America,2023.0,21.08959,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern America,2024.0,21.26898,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern America,2025.0,21.48103,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Europe,2010.0,18.26353,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Europe,2011.0,18.84776,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Europe,2012.0,19.38542,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Europe,2013.0,19.88662,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Europe,2014.0,20.35319,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Europe,2015.0,20.81642,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Europe,2016.0,21.25789,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Europe,2017.0,21.682,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Europe,2018.0,22.06853,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Europe,2019.0,22.40307,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Europe,2020.0,22.66139,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Europe,2021.0,22.82616,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Europe,2022.0,22.85914,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Europe,2023.0,22.84504,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Europe,2024.0,22.84142,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Northern Europe,2025.0,22.8425,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania,2010.0,12.1211,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania,2011.0,12.65687,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania,2012.0,13.17113,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania,2013.0,13.64973,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania,2014.0,14.09332,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania,2015.0,14.48966,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania,2016.0,14.79689,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania,2017.0,15.02793,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania,2018.0,15.20264,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania,2019.0,15.34021,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania,2020.0,15.48108,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania,2021.0,15.61046,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania,2022.0,15.69322,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania,2023.0,15.74148,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania,2024.0,15.77485,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania,2025.0,15.80855,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania (exc. Australia and New Zealand),2010.0,1.02939,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania (exc. Australia and New Zealand),2011.0,1.08624,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania (exc. Australia and New Zealand),2012.0,1.14324,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania (exc. Australia and New Zealand),2013.0,1.19617,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania (exc. Australia and New Zealand),2014.0,1.25358,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania (exc. Australia and New Zealand),2015.0,1.31132,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania (exc. Australia and New Zealand),2016.0,1.37139,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania (exc. Australia and New Zealand),2017.0,1.42979,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania (exc. Australia and New Zealand),2018.0,1.48951,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania (exc. Australia and New Zealand),2019.0,1.55165,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania (exc. Australia and New Zealand),2020.0,1.60716,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania (exc. Australia and New Zealand),2021.0,1.65305,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania (exc. Australia and New Zealand),2022.0,1.6941,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania (exc. Australia and New Zealand),2023.0,1.73159,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania (exc. Australia and New Zealand),2024.0,1.76719,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oceania (exc. Australia and New Zealand),2025.0,1.80143,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oman,2023.0,30.11683,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Oman,2024.0,40.2607,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Poland,2021.0,13.69,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Poland,2022.0,14.53,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Poland,2023.0,14.55,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Polynesia,2010.0,1.23205,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Polynesia,2011.0,1.28809,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Polynesia,2012.0,1.33151,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Polynesia,2013.0,1.36225,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Polynesia,2014.0,1.38629,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Polynesia,2015.0,1.40702,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Polynesia,2016.0,1.42871,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Polynesia,2017.0,1.45522,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Polynesia,2018.0,1.48659,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Polynesia,2019.0,1.52509,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Polynesia,2020.0,1.56346,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Polynesia,2021.0,1.60184,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Polynesia,2022.0,1.64249,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Polynesia,2023.0,1.67443,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Polynesia,2024.0,1.70303,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Polynesia,2025.0,1.73083,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Korea,2000.0,5.34206,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Korea,2005.0,7.3206,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Korea,2010.0,10.14406,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Korea,2011.0,10.84815,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Korea,2012.0,11.61099,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Korea,2013.0,12.37009,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Korea,2014.0,13.08835,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Korea,2015.0,13.78674,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Korea,2016.0,14.44947,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Korea,2017.0,15.11198,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Korea,2018.0,15.71269,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Korea,2019.0,16.27495,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Korea,2020.0,16.83996,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Korea,2021.0,17.44115,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Korea,2022.0,18.01189,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Korea,2023.0,18.50458,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Republic of Moldova,2021.0,0.06383,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Saudi Arabia,2018.0,16.72972,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Senegal,2005.0,41.29778,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Senegal,2006.0,35.99972,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Senegal,2007.0,56.92274,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Senegal,2008.0,72.37139,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Senegal,2009.0,94.4284,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Senegal,2010.0,121.95884,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Senegal,2011.0,155.95459,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Senegal,2012.0,94.58698,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Senegal,2013.0,109.76709,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Senegal,2014.0,127.26027,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Senegal,2015.0,147.80725,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Senegal,2016.0,205.12794,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Senegal,2017.0,284.97577,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Small island developing States (SIDS),2010.0,4.07137,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Small island developing States (SIDS),2011.0,4.29728,EN_EWT_GENPCAP,E-waste generated per capita (kg)
Small island developing States (SIDS),2012.0,4.51297,EN_EWT_GENPCAP,E-waste generated per capita (kg)
